Generation,ID,Annotation,Position,Population,t0,prevalence,Gene,allele_freq
2800,216752458,background,1860220,Hypermutator,2710,12178,g1861,0.012178
3000,216790153,background,3763772,Hypermutator,2711,75837,g3764,0.075837
2800,216956215,beneficial,49116,Hypermutator,2713,12299,g50,0.012299
2900,216973429,background,901465,Hypermutator,2713,31251,g902,0.031251
2800,217019593,background,3892332,Hypermutator,2714,15781,g3893,0.015781
2900,217352037,background,3242168,Hypermutator,2718,18252,g3243,0.018252
3000,217378393,background,1362680,Hypermutator,2718,133482,g1363,0.133482
2900,217446558,background,3136085,Hypermutator,2719,22364,g3137,0.022364
2900,217637468,background,402745,Hypermutator,2721,12123,g403,0.012123
2900,217685081,background,3402134,Hypermutator,2722,37777,g3403,0.037777
3000,217702300,background,2585465,Hypermutator,2722,14890,g2586,0.01489
2900,217910931,beneficial,15771,Hypermutator,2725,18252,g16,0.018252
2800,218011151,background,1381600,Hypermutator,2726,25822,g1382,0.025822
2900,218045759,background,1193655,Hypermutator,2726,31251,g1194,0.031251
2900,218066634,background,1189600,Hypermutator,2727,10366,g1190,0.010366
2800,218133440,background,3223372,Hypermutator,2727,14769,g3224,0.014769
2900,218156524,background,901132,Hypermutator,2728,10366,g902,0.010366
2900,218457443,background,3886938,Hypermutator,2731,28978,g3887,0.028978
2900,218508943,background,80023,Hypermutator,2732,46721,g81,0.046721
2900,218594565,background,2114035,Hypermutator,2733,40748,g2115,0.040748
2900,218724355,background,2105694,Hypermutator,2735,16973,g2106,0.016973
2800,218788980,background,3284696,Hypermutator,2736,13573,g3285,0.013573
2900,218792952,neutral,245042,Hypermutator,2736,16973,g246,0.016973
2900,218843854,background,324457,Hypermutator,2736,50753,g325,0.050753
2900,218939976,background,895426,Hypermutator,2738,16973,g896,0.016973
2900,219033156,background,2214875,Hypermutator,2739,10026,g2215,0.010026
2900,219248896,background,3878408,Hypermutator,2741,37005,g3879,0.037005
3000,219252466,background,2551183,Hypermutator,2741,75837,g2552,0.075837
2900,219346798,background,3995168,Hypermutator,2743,50221,g3996,0.050221
3000,219354250,background,1563537,Hypermutator,2743,133482,g1564,0.133482
3000,219354251,background,1938990,Hypermutator,2743,133482,g1939,0.133482
2900,219446076,background,1118395,Hypermutator,2744,11545,g1119,0.011545
2900,219562127,background,2931511,Hypermutator,2745,18024,g2932,0.018024
2900,219571030,background,643100,Hypermutator,2745,27589,g644,0.027589
3000,219612516,background,629384,Hypermutator,2746,75837,g630,0.075837
2900,219740354,background,2071038,Hypermutator,2748,40745,g2072,0.040745
2900,219769409,background,1386216,Hypermutator,2748,10287,g1387,0.010287
2900,219798118,background,2017516,Hypermutator,2748,18019,g2018,0.018019
3000,219865422,background,3461654,Hypermutator,2749,15849,g3462,0.015849
3000,219867414,background,885740,Hypermutator,2749,14890,g886,0.01489
2900,219880353,background,1888034,Hypermutator,2749,10026,g1889,0.010026
3000,219886472,background,2977287,Hypermutator,2749,133482,g2978,0.133482
2900,219898239,background,518657,Hypermutator,2749,50221,g519,0.050221
2900,220021751,background,2035267,Hypermutator,2751,14196,g2036,0.014196
2900,220212758,background,1947264,Hypermutator,2753,10026,g1948,0.010026
3000,220686259,beneficial,11656,Hypermutator,2759,133482,g12,0.133482
3000,220728443,background,441112,Hypermutator,2760,133482,g442,0.133482
2900,220837368,background,2333013,Hypermutator,2761,10813,g2334,0.010813
3000,220866466,background,1492958,Hypermutator,2762,133482,g1493,0.133482
3000,220878458,background,2927435,Hypermutator,2762,15849,g2928,0.015849
3000,221221545,background,820684,Hypermutator,2766,75837,g821,0.075837
3000,221479359,background,1973554,Hypermutator,2769,15768,g1974,0.015768
2900,221565279,background,1057423,Hypermutator,2770,16146,g1058,0.016146
2900,221669576,background,1853253,Hypermutator,2772,50127,g1854,0.050127
2900,221834256,background,3852693,Hypermutator,2774,40673,g3853,0.040673
2900,221895501,beneficial,82056,Hypermutator,2774,27490,g83,0.02749
3000,222074704,background,2073420,Hypermutator,2777,14890,g2074,0.01489
2900,222250406,neutral,275285,Hypermutator,2779,16146,g276,0.016146
2900,222593491,beneficial,22672,Hypermutator,2783,50127,g23,0.050127
2900,222723388,background,1770218,Hypermutator,2785,50127,g1771,0.050127
3000,222723772,background,1073906,Hypermutator,2785,133413,g1074,0.133413
2900,222757990,beneficial,23264,Hypermutator,2785,16146,g24,0.016146
2900,222926865,background,1805522,Hypermutator,2787,37583,g1806,0.037583
2900,223275724,beneficial,86752,Hypermutator,2792,40673,g87,0.040673
2900,223530034,background,581168,Hypermutator,2795,40673,g582,0.040673
3000,223666411,background,1266447,Hypermutator,2797,12941,g1267,0.012941
3000,223729333,background,1394246,Hypermutator,2797,15768,g1395,0.015768
2900,223861042,background,28222,Hypermutator,2799,16734,g29,0.016734
2900,223919726,background,3712700,Hypermutator,2800,23489,g3713,0.023489
3000,224008025,background,3217465,Hypermutator,2801,20358,g3218,0.020358
3000,224059584,background,2748325,Hypermutator,2801,12941,g2749,0.012941
3000,224189018,background,628397,Hypermutator,2803,133413,g629,0.133413
3000,224413285,background,1688379,Hypermutator,2806,16867,g1689,0.016867
3000,224651203,background,3423598,Hypermutator,2809,89641,g3424,0.089641
3000,224689804,background,1953219,Hypermutator,2809,11477,g1954,0.011477
3000,224814835,background,46706,Hypermutator,2811,17534,g47,0.017534
3000,225204668,background,2356075,Hypermutator,2816,16459,g2357,0.016459
3000,225231721,beneficial,99020,Hypermutator,2816,75837,g100,0.075837
3000,225231722,background,1025367,Hypermutator,2816,75837,g1026,0.075837
3000,225276256,background,3346980,Hypermutator,2817,14890,g3347,0.01489
3000,225362189,background,1710942,Hypermutator,2818,75837,g1711,0.075837
3000,225377032,beneficial,52953,Hypermutator,2818,133413,g53,0.133413
3000,225673893,beneficial,72466,Hypermutator,2822,14890,g73,0.01489
3000,225720154,beneficial,20694,Hypermutator,2822,75790,g21,0.07579
2900,225977675,beneficial,61568,Hypermutator,2825,12326,g62,0.012326
2900,226367055,background,1478397,Hypermutator,2830,12326,g1479,0.012326
3000,226602488,background,3265064,Hypermutator,2833,47958,g3266,0.047958
3000,227024813,background,3661668,Hypermutator,2839,377964,g3662,0.377964
3000,227142028,background,3620253,Hypermutator,2840,24365,g3621,0.024365
3000,227170879,background,3750380,Hypermutator,2840,370883,g3751,0.370883
3000,227255022,background,3787149,Hypermutator,2841,89613,g3788,0.089613
3000,227399150,background,3033795,Hypermutator,2843,63439,g3034,0.063439
3000,227452711,background,1405050,Hypermutator,2844,63439,g1406,0.063439
3000,227564099,background,1315185,Hypermutator,2845,12428,g1316,0.012428
3000,227750706,background,1456710,Hypermutator,2848,131186,g1457,0.131186
3000,228353311,background,2598579,Hypermutator,2855,15768,g2599,0.015768
3000,228659776,background,520258,Hypermutator,2859,369191,g521,0.369191
3000,228870930,beneficial,45335,Hypermutator,2862,15768,g46,0.015768
3000,228909371,background,1476745,Hypermutator,2862,130821,g1477,0.130821
3000,229109270,neutral,215730,Hypermutator,2865,89576,g216,0.089576
3000,229870073,background,2790235,Hypermutator,2874,368501,g2791,0.368501
3000,229988866,background,2285841,Hypermutator,2876,55741,g2286,0.055741
3000,230449251,background,1225823,Hypermutator,2881,130714,g1226,0.130714
3000,230593820,beneficial,14630,Hypermutator,2883,89572,g15,0.089572
3000,230898155,background,3548222,Hypermutator,2887,368262,g3549,0.368262
3000,231131827,beneficial,55708,Hypermutator,2890,130714,g56,0.130714
3000,231475599,background,779054,Hypermutator,2894,27781,g780,0.027781
3000,231548412,background,3856912,Hypermutator,2895,41093,g3857,0.041093
3000,231664915,background,2651708,Hypermutator,2897,55419,g2652,0.055419
3000,231766876,background,445146,Hypermutator,2898,20504,g446,0.020504
3000,231771748,background,2096224,Hypermutator,2898,17352,g2097,0.017352
3000,232017728,background,1809274,Hypermutator,2901,15368,g1810,0.015368
3000,232022259,background,3303568,Hypermutator,2901,368160,g3304,0.36816
3000,232083967,background,1378636,Hypermutator,2902,15368,g1379,0.015368
3000,232371931,background,1026502,Hypermutator,2905,17352,g1027,0.017352
3000,232393208,beneficial,6621,Hypermutator,2906,55419,g7,0.055419
3000,232393209,background,522517,Hypermutator,2906,55419,g523,0.055419
3000,232588152,background,1898739,Hypermutator,2908,368129,g1899,0.368129
3000,232689943,background,3537083,Hypermutator,2909,14386,g3538,0.014386
3000,232829672,beneficial,28378,Hypermutator,2911,368106,g29,0.368106
3000,233462734,neutral,231856,Hypermutator,2919,232659,g232,0.232659
3000,234192409,background,3450863,Hypermutator,2928,27965,g3451,0.027965
3000,234215280,background,1017176,Hypermutator,2928,22410,g1018,0.02241
3000,234338537,background,3230275,Hypermutator,2930,26288,g3231,0.026288
3000,234408762,background,3670629,Hypermutator,2931,27965,g3671,0.027965
3000,235149159,background,3896613,Hypermutator,2940,13718,g3897,0.013718
3000,235154623,background,1839418,Hypermutator,2940,17834,g1840,0.017834
3100,236429954,background,2598257,Hypermutator,2956,833661,g2599,0.833661
3100,236551389,beneficial,95518,Hypermutator,2958,833661,g96,0.833661
3100,236876051,background,60546,Hypermutator,2962,833661,g61,0.833661
3100,237476031,background,597582,Hypermutator,2969,71781,g598,0.071781
3100,238462203,background,3178600,Hypermutator,2982,57417,g3179,0.057417
3100,238528275,background,3516736,Hypermutator,2982,16510,g3517,0.01651
3100,238533606,background,2544476,Hypermutator,2982,44882,g2545,0.044882
3100,238588124,background,1820833,Hypermutator,2983,56935,g1821,0.056935
3100,238624104,background,493318,Hypermutator,2984,56935,g494,0.056935
3100,238626799,background,1315258,Hypermutator,2984,44882,g1316,0.044882
3100,238738062,background,2249069,Hypermutator,2985,25929,g2250,0.025929
3100,238904074,beneficial,32373,Hypermutator,2987,138612,g33,0.138612
3100,238944014,background,1086312,Hypermutator,2988,20365,g1087,0.020365
3100,238962147,background,2377363,Hypermutator,2988,30652,g2378,0.030652
3100,239022514,background,2851170,Hypermutator,2989,20365,g2852,0.020365
3100,239157052,neutral,283366,Hypermutator,2990,12804,g284,0.012804
3100,239252785,background,1281724,Hypermutator,2991,17799,g1282,0.017799
3100,239349728,background,764942,Hypermutator,2993,18294,g765,0.018294
3100,239355411,beneficial,41714,Hypermutator,2993,117976,g42,0.117976
3100,239433650,background,1896026,Hypermutator,2994,13193,g1897,0.013193
3100,239527732,background,2437486,Hypermutator,2995,11921,g2438,0.011921
3100,240436954,background,3633190,Hypermutator,3006,11216,g3634,0.011216
3100,240908034,background,97789,Hypermutator,3012,10039,g98,0.010039
3100,241787798,background,1366469,Hypermutator,3023,10039,g1367,0.010039
3100,241881253,background,89786,Hypermutator,3024,10039,g90,0.010039
3100,241881254,background,419555,Hypermutator,3024,10039,g420,0.010039
3100,241881255,background,3936200,Hypermutator,3024,10039,g3937,0.010039
3200,241904763,background,3995603,Hypermutator,3025,917170,g3996,0.91717
3200,242888933,beneficial,8666,Hypermutator,3037,42571,g9,0.042571
3200,244231174,background,3617306,Hypermutator,3054,917067,g3618,0.917067
3200,244724417,beneficial,68456,Hypermutator,3060,917067,g69,0.917067
3200,245461486,background,615148,Hypermutator,3069,22161,g616,0.022161
3200,245661237,background,1655082,Hypermutator,3072,74211,g1656,0.074211
3200,245738369,beneficial,54770,Hypermutator,3073,20567,g55,0.020567
3200,245857870,background,2540820,Hypermutator,3074,101255,g2541,0.101255
3200,246061060,background,641516,Hypermutator,3077,23019,g642,0.023019
3200,246089967,background,1723748,Hypermutator,3077,19737,g1724,0.019737
3200,246116434,background,2527046,Hypermutator,3077,48417,g2528,0.048417
3200,246151391,background,1001895,Hypermutator,3078,83055,g1002,0.083055
3200,246192447,background,2764052,Hypermutator,3078,49726,g2765,0.049726
3200,246230761,background,1258504,Hypermutator,3079,18274,g1259,0.018274
3200,246513579,background,1640149,Hypermutator,3082,23691,g1641,0.023691
3200,246525421,background,2361793,Hypermutator,3082,19494,g2362,0.019494
3200,246655116,background,1355375,Hypermutator,3084,32368,g1356,0.032368
3200,246668031,background,3032137,Hypermutator,3084,12738,g3033,0.012738
3200,246708457,background,1104381,Hypermutator,3085,10715,g1105,0.010715
3200,246778417,background,3648466,Hypermutator,3086,24712,g3649,0.024712
3200,246790075,background,3168601,Hypermutator,3086,10936,g3169,0.010936
3200,246987655,background,2859203,Hypermutator,3088,10715,g2860,0.010715
3200,247006118,background,307152,Hypermutator,3088,18412,g308,0.018412
3200,247028552,background,1979554,Hypermutator,3089,43933,g1980,0.043933
3200,247035513,background,977610,Hypermutator,3089,10631,g978,0.010631
3200,247083313,background,1167607,Hypermutator,3089,10715,g1168,0.010715
3200,247123337,background,3213095,Hypermutator,3090,26532,g3214,0.026532
3200,247157294,background,3467101,Hypermutator,3090,17750,g3468,0.01775
3200,247199113,background,3829001,Hypermutator,3091,23546,g3830,0.023546
3200,247205126,background,2958374,Hypermutator,3091,10631,g2959,0.010631
3200,247218225,background,1281615,Hypermutator,3091,16258,g1282,0.016258
3200,247305387,background,738967,Hypermutator,3092,13687,g739,0.013687
3200,247394275,background,782648,Hypermutator,3093,10631,g783,0.010631
3200,247468570,background,3372108,Hypermutator,3094,18764,g3373,0.018764
3200,247661587,background,3600852,Hypermutator,3097,11308,g3601,0.011308
3200,248454076,background,3882806,Hypermutator,3106,11606,g3883,0.011606
3300,249369009,background,1512406,Hypermutator,3118,193251,g1513,0.193251
3300,249405230,background,1208659,Hypermutator,3118,277938,g1209,0.277938
3200,249910098,background,3601188,Hypermutator,3125,24522,g3602,0.024522
3200,250176434,beneficial,20764,Hypermutator,3128,24522,g21,0.024522
3300,250726522,beneficial,12597,Hypermutator,3135,28478,g13,0.028478
3300,250852204,beneficial,90740,Hypermutator,3136,277921,g91,0.277921
3300,250873656,background,1793872,Hypermutator,3137,28039,g1794,0.028039
3300,250909705,background,3282590,Hypermutator,3137,57973,g3283,0.057973
3300,251010979,background,2953318,Hypermutator,3138,24308,g2954,0.024308
3300,251286857,background,673833,Hypermutator,3142,14593,g674,0.014593
3300,251305448,background,792594,Hypermutator,3142,11694,g793,0.011694
3300,251400386,background,2225468,Hypermutator,3143,19368,g2226,0.019368
3300,251400387,background,3642319,Hypermutator,3143,19368,g3643,0.019368
3300,251403474,background,1538536,Hypermutator,3143,31087,g1539,0.031087
3300,251405968,background,2213005,Hypermutator,3143,22374,g2214,0.022374
3300,251450258,background,3387086,Hypermutator,3144,19368,g3388,0.019368
3300,251503316,background,745105,Hypermutator,3145,193245,g746,0.193245
3300,251557441,background,2918580,Hypermutator,3145,60501,g2919,0.060501
3300,251655305,background,3435030,Hypermutator,3147,193245,g3436,0.193245
3300,251701438,background,3496822,Hypermutator,3147,14593,g3497,0.014593
3300,251721417,background,1667921,Hypermutator,3147,56294,g1668,0.056294
3300,251726425,background,1934419,Hypermutator,3147,21840,g1935,0.02184
3300,251816811,background,1510008,Hypermutator,3149,12696,g1511,0.012696
3300,251900334,background,2807072,Hypermutator,3150,14241,g2808,0.014241
3300,251919569,background,3992605,Hypermutator,3150,11694,g3993,0.011694
3300,251932292,background,1809215,Hypermutator,3150,19368,g1810,0.019368
3300,252005160,background,2817777,Hypermutator,3151,23236,g2818,0.023236
3300,252074594,background,2674613,Hypermutator,3152,23428,g2675,0.023428
3300,252082155,background,434763,Hypermutator,3152,15876,g435,0.015876
3300,252124822,background,2392788,Hypermutator,3152,12029,g2393,0.012029
3300,252339740,beneficial,88365,Hypermutator,3155,193245,g89,0.193245
3400,252638288,background,635542,Hypermutator,3159,29654,g636,0.029654
3300,252681834,background,2900357,Hypermutator,3159,139765,g2901,0.139765
3300,252734847,background,538180,Hypermutator,3160,14010,g539,0.01401
3300,253074747,background,3021203,Hypermutator,3164,10584,g3022,0.010584
3400,253093168,background,2631552,Hypermutator,3164,37451,g2632,0.037451
3400,253202463,background,3516769,Hypermutator,3166,37451,g3517,0.037451
3300,253244123,background,449333,Hypermutator,3166,12728,g450,0.012728
3300,253249452,background,3777190,Hypermutator,3166,11196,g3778,0.011196
3300,253320589,background,1735486,Hypermutator,3167,30100,g1736,0.0301
3300,254257208,background,824647,Hypermutator,3179,13753,g825,0.013753
3300,254498155,background,735854,Hypermutator,3182,10841,g736,0.010841
3300,254887784,background,1692498,Hypermutator,3187,13753,g1693,0.013753
3300,254952158,background,1994811,Hypermutator,3188,21485,g1995,0.021485
3400,255011916,background,1050460,Hypermutator,3188,29629,g1051,0.029629
3300,255017547,background,1097099,Hypermutator,3189,13490,g1098,0.01349
3300,255347849,background,5803,Hypermutator,3193,13490,g6,0.01349
3300,255440388,background,1653034,Hypermutator,3194,13490,g1654,0.01349
3400,255458842,background,3007033,Hypermutator,3194,37156,g3008,0.037156
3300,255525777,neutral,233433,Hypermutator,3195,13227,g234,0.013227
3300,255580358,background,1183434,Hypermutator,3196,11968,g1184,0.011968
3400,255594339,background,1786992,Hypermutator,3196,11521,g1787,0.011521
3400,255638124,background,825382,Hypermutator,3196,37156,g826,0.037156
3400,255650091,background,3582255,Hypermutator,3196,43071,g3583,0.043071
3400,255740484,background,599861,Hypermutator,3198,11521,g600,0.011521
3300,255832810,beneficial,69647,Hypermutator,3199,26556,g70,0.026556
3300,256309285,neutral,204236,Hypermutator,3205,26556,g205,0.026556
3400,256480116,background,948430,Hypermutator,3207,79739,g949,0.079739
3400,256480117,background,2660059,Hypermutator,3207,79739,g2661,0.079739
3400,256626009,background,718360,Hypermutator,3209,80048,g719,0.080048
3400,256629464,background,2049110,Hypermutator,3209,28683,g2050,0.028683
3400,256791797,background,1267202,Hypermutator,3211,60631,g1268,0.060631
3400,256850417,background,2561207,Hypermutator,3211,34378,g2562,0.034378
3400,256872423,background,737697,Hypermutator,3212,29736,g738,0.029736
3400,256944109,background,619961,Hypermutator,3213,33534,g620,0.033534
3400,257109148,background,1097346,Hypermutator,3215,41307,g1098,0.041307
3500,257131135,background,2298961,Hypermutator,3215,35244,g2299,0.035244
3400,257454642,background,1056193,Hypermutator,3219,128928,g1057,0.128928
3400,257598930,background,2838616,Hypermutator,3221,37156,g2839,0.037156
3500,257817191,background,3178478,Hypermutator,3224,35244,g3179,0.035244
3400,257923970,background,1988577,Hypermutator,3225,128928,g1989,0.128928
3400,257931991,background,661487,Hypermutator,3225,33534,g662,0.033534
3400,257996916,background,949587,Hypermutator,3226,128928,g950,0.128928
3400,257998711,background,2828246,Hypermutator,3226,45903,g2829,0.045903
3400,258256902,background,377982,Hypermutator,3229,37860,g378,0.03786
3400,258608364,beneficial,34685,Hypermutator,3233,37156,g35,0.037156
3400,258657960,background,3352907,Hypermutator,3234,29718,g3353,0.029718
3400,258683063,background,3660325,Hypermutator,3234,10364,g3661,0.010364
3400,258723481,background,3119230,Hypermutator,3235,33412,g3120,0.033412
3400,259085670,background,2111166,Hypermutator,3239,41034,g2112,0.041034
3400,259119733,background,1199195,Hypermutator,3240,162520,g1200,0.16252
3400,259134226,background,2091110,Hypermutator,3240,14243,g2092,0.014243
3400,259157012,background,3091909,Hypermutator,3240,49077,g3092,0.049077
3400,259161144,background,887273,Hypermutator,3240,17583,g888,0.017583
3400,259308263,background,3999023,Hypermutator,3242,17583,g4000,0.017583
3500,259354187,background,1681244,Hypermutator,3243,35244,g1682,0.035244
3500,259446463,beneficial,66640,Hypermutator,3244,35244,g67,0.035244
3400,259551358,beneficial,59927,Hypermutator,3245,48910,g60,0.04891
3400,259558731,background,1546725,Hypermutator,3245,29620,g1547,0.02962
3400,259755869,background,3992464,Hypermutator,3248,11390,g3993,0.01139
3400,259794813,beneficial,81533,Hypermutator,3248,37156,g82,0.037156
3400,259803918,background,2099186,Hypermutator,3248,160930,g2100,0.16093
3400,259971492,background,2485915,Hypermutator,3250,37156,g2486,0.037156
3400,260173532,beneficial,59916,Hypermutator,3253,29620,g60,0.02962
3400,260380447,beneficial,89325,Hypermutator,3256,28683,g90,0.028683
3400,260392208,background,1396982,Hypermutator,3256,29718,g1397,0.029718
3400,260403829,background,1508246,Hypermutator,3256,29620,g1509,0.02962
3400,260440150,background,2574535,Hypermutator,3256,35553,g2575,0.035553
3400,260571537,background,3460244,Hypermutator,3258,160930,g3461,0.16093
3400,261372150,background,2354921,Hypermutator,3268,128623,g2355,0.128623
3400,262231346,beneficial,35294,Hypermutator,3279,33343,g36,0.033343
3400,262233174,beneficial,19547,Hypermutator,3279,10211,g20,0.010211
3500,262262818,background,2230543,Hypermutator,3279,97105,g2231,0.097105
3400,262493901,beneficial,84551,Hypermutator,3282,40898,g85,0.040898
3500,262534375,background,3064304,Hypermutator,3282,35244,g3065,0.035244
3400,262815908,beneficial,449,Hypermutator,3286,128623,g1,0.128623
3400,262912743,background,76940,Hypermutator,3287,36206,g77,0.036206
3400,262919449,background,3548844,Hypermutator,3287,16439,g3549,0.016439
3400,262981358,beneficial,53319,Hypermutator,3288,36206,g54,0.036206
3400,263210089,background,3936865,Hypermutator,3291,12975,g3937,0.012975
3400,263210894,background,3827770,Hypermutator,3291,24459,g3828,0.024459
3400,263349810,background,623821,Hypermutator,3293,29596,g624,0.029596
3400,263501810,background,2353514,Hypermutator,3295,18555,g2354,0.018555
3400,263708497,background,967928,Hypermutator,3297,24549,g968,0.024549
3400,263784552,background,33074,Hypermutator,3298,52557,g34,0.052557
3400,263838094,background,3621928,Hypermutator,3299,12935,g3622,0.012935
3400,263856581,beneficial,75776,Hypermutator,3299,29596,g76,0.029596
3400,263941493,background,2914358,Hypermutator,3300,24551,g2915,0.024551
3400,263950793,beneficial,99329,Hypermutator,3300,158680,g100,0.15868
3400,264014268,background,890111,Hypermutator,3301,12935,g891,0.012935
3400,264124045,background,1391349,Hypermutator,3302,158190,g1392,0.15819
3400,264219002,background,939675,Hypermutator,3303,10058,g940,0.010058
3400,264800991,background,2349459,Hypermutator,3311,10907,g2350,0.010907
3400,264934760,background,2838036,Hypermutator,3312,19016,g2839,0.019016
3400,265088190,background,2871452,Hypermutator,3314,12061,g2872,0.012061
3400,265111300,background,3430966,Hypermutator,3315,19016,g3431,0.019016
3500,265231317,background,2631048,Hypermutator,3316,97105,g2632,0.097105
3400,265256228,background,823608,Hypermutator,3316,15160,g824,0.01516
3400,265286052,background,2994312,Hypermutator,3317,29165,g2995,0.029165
3500,265328943,background,1351679,Hypermutator,3317,97105,g1352,0.097105
3400,265331494,background,2091758,Hypermutator,3317,12061,g2092,0.012061
3400,265501050,background,1501645,Hypermutator,3320,12951,g1502,0.012951
3400,266068874,background,1393472,Hypermutator,3327,10162,g1394,0.010162
3500,266106426,background,3442764,Hypermutator,3327,10381,g3443,0.010381
3500,266195553,background,624766,Hypermutator,3328,97105,g625,0.097105
3500,266662223,background,1325825,Hypermutator,3334,11733,g1326,0.011733
3500,266662224,background,2065347,Hypermutator,3334,11733,g2066,0.011733
3500,267836144,background,1584567,Hypermutator,3349,97105,g1585,0.097105
3500,268363977,beneficial,45610,Hypermutator,3355,456096,g46,0.456096
3500,269198708,beneficial,70085,Hypermutator,3366,35244,g71,0.035244
3500,269283100,background,1860284,Hypermutator,3367,35244,g1861,0.035244
3500,269353602,beneficial,41670,Hypermutator,3368,97105,g42,0.097105
3500,269450690,background,1260298,Hypermutator,3369,268375,g1261,0.268375
3500,269542639,background,2978756,Hypermutator,3370,26067,g2979,0.026067
3500,269730785,background,3332631,Hypermutator,3372,16759,g3333,0.016759
3500,269912734,background,399268,Hypermutator,3375,13678,g400,0.013678
3500,270071963,background,3824363,Hypermutator,3377,145906,g3825,0.145906
3500,270279488,background,874653,Hypermutator,3379,25760,g875,0.02576
3500,270404895,beneficial,29004,Hypermutator,3381,127660,g30,0.12766
3500,270600218,background,3532777,Hypermutator,3383,32598,g3533,0.032598
3500,270785654,background,2819491,Hypermutator,3386,33363,g2820,0.033363
3600,270992946,background,1397024,Hypermutator,3388,46948,g1398,0.046948
3500,270996469,background,652722,Hypermutator,3388,31680,g653,0.03168
3600,271071120,background,854441,Hypermutator,3389,46948,g855,0.046948
3500,271140000,background,2082336,Hypermutator,3390,33363,g2083,0.033363
3500,271168297,background,1018829,Hypermutator,3390,44265,g1019,0.044265
3500,271219184,background,815332,Hypermutator,3391,34078,g816,0.034078
3500,271240771,background,2715825,Hypermutator,3391,13470,g2716,0.01347
3600,271304288,background,1910397,Hypermutator,3392,46948,g1911,0.046948
3500,271383684,background,1365711,Hypermutator,3393,17111,g1366,0.017111
3500,271403645,background,404833,Hypermutator,3393,34078,g405,0.034078
3500,271416266,background,2276605,Hypermutator,3393,11750,g2277,0.01175
3500,271441418,background,1079217,Hypermutator,3394,35872,g1080,0.035872
3500,271525848,background,333351,Hypermutator,3395,12235,g334,0.012235
3500,271598993,beneficial,31044,Hypermutator,3396,12300,g32,0.0123
3500,271607569,background,1410367,Hypermutator,3396,13808,g1411,0.013808
3500,271826810,background,1148037,Hypermutator,3399,11750,g1149,0.01175
3600,272117045,background,2844363,Hypermutator,3402,10878,g2845,0.010878
3500,272787835,background,2873934,Hypermutator,3411,25793,g2874,0.025793
3500,273002049,background,3567630,Hypermutator,3413,31206,g3568,0.031206
3600,273159186,background,732672,Hypermutator,3415,64210,g733,0.06421
3500,273229313,background,1687450,Hypermutator,3416,14395,g1688,0.014395
3500,273247750,background,1351957,Hypermutator,3416,10870,g1352,0.01087
3500,273332285,background,1910838,Hypermutator,3417,11212,g1911,0.011212
3600,273336031,background,2278642,Hypermutator,3417,64210,g2279,0.06421
3600,273488163,background,1162652,Hypermutator,3419,41935,g1163,0.041935
3500,273536625,background,2920040,Hypermutator,3420,16611,g2921,0.016611
3600,273629981,background,1978124,Hypermutator,3421,10382,g1979,0.010382
3600,273654185,background,760864,Hypermutator,3421,11440,g761,0.01144
3600,273728415,background,1213485,Hypermutator,3422,88949,g1214,0.088949
3600,273817862,background,486989,Hypermutator,3423,20044,g487,0.020044
3600,273823404,background,2977514,Hypermutator,3424,20215,g2978,0.020215
3600,273849175,background,1495558,Hypermutator,3424,255524,g1496,0.255524
3600,273851028,beneficial,21667,Hypermutator,3424,41935,g22,0.041935
3600,273943691,background,829656,Hypermutator,3425,20215,g830,0.020215
3600,274028656,background,2857041,Hypermutator,3426,10715,g2858,0.010715
3600,274353047,background,1859886,Hypermutator,3430,17702,g1860,0.017702
3600,274447107,background,2943440,Hypermutator,3431,82295,g2944,0.082295
3600,274486889,background,924218,Hypermutator,3432,251782,g925,0.251782
3600,274702264,background,2287117,Hypermutator,3435,14911,g2288,0.014911
3600,274724771,background,704047,Hypermutator,3435,10188,g705,0.010188
3600,274783196,background,802750,Hypermutator,3436,14887,g803,0.014887
3600,274970318,background,2499935,Hypermutator,3438,10127,g2500,0.010127
3600,275478283,background,1141156,Hypermutator,3444,19178,g1142,0.019178
3600,275550469,background,2072182,Hypermutator,3445,11173,g2073,0.011173
3600,275982675,background,3921451,Hypermutator,3451,251782,g3922,0.251782
3600,276076345,beneficial,92137,Hypermutator,3452,10122,g93,0.010122
3600,276076346,background,1345333,Hypermutator,3452,10122,g1346,0.010122
3600,276272737,background,3178789,Hypermutator,3454,63735,g3179,0.063735
3600,276469482,beneficial,97548,Hypermutator,3457,78201,g98,0.078201
3600,276492599,beneficial,48823,Hypermutator,3457,63735,g49,0.063735
3600,276591989,background,1540961,Hypermutator,3458,14689,g1541,0.014689
3600,276824337,background,3300282,Hypermutator,3461,45423,g3301,0.045423
3600,277057278,beneficial,90630,Hypermutator,3464,45423,g91,0.045423
3600,277248552,background,1820696,Hypermutator,3466,19137,g1821,0.019137
3600,277281302,beneficial,57011,Hypermutator,3467,16285,g58,0.016285
3600,277369074,background,1931606,Hypermutator,3468,16793,g1932,0.016793
3600,277408019,background,2942561,Hypermutator,3468,251370,g2943,0.25137
3600,277622764,background,1534413,Hypermutator,3471,251370,g1535,0.25137
3600,277914632,background,3009827,Hypermutator,3475,11442,g3010,0.011442
3600,277928229,background,807515,Hypermutator,3475,14366,g808,0.014366
